resume_seq,recruitment_seq
U07127,R04415
U00381,R00615
U02601,R03560
U06004,R01081
U06352,R05741
U07774,R04496
U07420,R06685
U03669,R00810
U07366,R06480
U07814,R02797
U02753,R01181
U05537,R02535
U01752,R01824
U05322,R01679
U04446,R01430
U04565,R05075
U00374,R04704
U07392,R01856
U06252,R04105
U03386,R04680
U01076,R04238
U05349,R04669
U05208,R06446
U05504,R02954
U08037,R02849
U04177,R03248
U04335,R01642
U03327,R00314
U00042,R01532
U03941,R02727
U01202,R00671
U07526,R00168
U02915,R04788
U03057,R06221
U05927,R05154
U07884,R06632
U01278,R05095
U01383,R04018
U04422,R02942
U08435,R03815
U07319,R05534
U07326,R03591
U02779,R04839
U06338,R01096
U02988,R04202
U06283,R05548
U05018,R01572
U04281,R05936
U04021,R01529
U04545,R06293
U03161,R02066
U07097,R05670
U06887,R02150
U08087,R05693
U00095,R00892
U03238,R04255
U05414,R01071
U00833,R02688
U00696,R02933
U04852,R05367
U06669,R00397
U01006,R05387
U00348,R04785
U00179,R03602
U03551,R04698
U03070,R00263
U03598,R01936
U07238,R02185
U04384,R04262
U05018,R06691
U03188,R03019
U00472,R01426
U08153,R05323
U08016,R05353
U04545,R04328
U03855,R04229
U00622,R06028
U03161,R05788
U00272,R01178
U06086,R05049
U02183,R04389
U00913,R03438
U05622,R01034
U03832,R03970
U04956,R03134
U04365,R06274
U06821,R02289
U02982,R05025
U02092,R02993
U02746,R04950
U08389,R04451
U01141,R02410
U07453,R00252
U07500,R06686
U04271,R03397
U06672,R03837
U05848,R01095
U02216,R01918
U02833,R00336
U02070,R00047
U02000,R05821
U04461,R05664
U06280,R02180
U02416,R01404
U00449,R02494
U06933,R06251
U03242,R06557
U01701,R00089
U04891,R05047
U01574,R05040
U00282,R04487
U04933,R05944
U04167,R02541
U05144,R04430
U04951,R02184
U05652,R01702
U07862,R06045
U05735,R02033
U02157,R02330
U01180,R00513
U05133,R02421
U02752,R01833
U07917,R06338
U03251,R03781
U04556,R03389
U07656,R04327
U04715,R05907
U06683,R03972
U08368,R02666
U04634,R00833
U03058,R02897
U03627,R02305
U03289,R00639
U08011,R04556
U07569,R01311
U06412,R00507
U03874,R01084
U00667,R04140
U01251,R00221
U04053,R05801
U03736,R00741
U01296,R01241
U07367,R05413
U01770,R00415
U01276,R02306
U07290,R01511
U04103,R06393
U05579,R00718
U03593,R02451
U03086,R04503
U06971,R03825
U01312,R04762
U04186,R00427
U00770,R05226
U00012,R03178
U05631,R04211
U04232,R04631
U00871,R05984
U03585,R05562
U02015,R05744
U04068,R03785
U02360,R01667
U03090,R00767
U05842,R03871
U07290,R06647
U03868,R05846
U05915,R03330
U04118,R06514
U04764,R03660
U02070,R00298
U02858,R02166
U04378,R02347
U02820,R02758
U03419,R03729
U06348,R01423
U00671,R02611
U01285,R02502
U06640,R02834
U04368,R03475
U00428,R03510
U01375,R02682
U06926,R06507
U01621,R03605
U06439,R03884
U01602,R05062
U01132,R03583
U00169,R02181
U06730,R00281
U00614,R04005
U00238,R05376
U02125,R06282
U00907,R05343
U05975,R03794
U01285,R05532
U04101,R01391
U06085,R02662
U03700,R01780
U02633,R02878
U02229,R03488
U02173,R02335
U00302,R02475
U03104,R00276
U08422,R03704
U06166,R03245
U07845,R01833
U04543,R02664
U01837,R01765
U07862,R05141
U06685,R02187
U07484,R05076
U08053,R02569
U00234,R06522
U05049,R00811
U05257,R02133
U04604,R02496
U06669,R06566
U06181,R02862
U07710,R02410
U06206,R04537
U04565,R06197
U07904,R03423
U03153,R06254
U00554,R01782
U05363,R05945
U04219,R02636
U01926,R03380
U06294,R06618
U00427,R02249
U02276,R06095
U04541,R05271
U05549,R02511
U06710,R01782
U02078,R03235
U00311,R01855
U03369,R00742
U02746,R06404
U02663,R00325
U07790,R04313
U02603,R02916
U06181,R01095
U01046,R01577
U02924,R01802
U07466,R03951
U01092,R04168
U04820,R00262
U04939,R03925
U06080,R05872
U04682,R00565
U07874,R04092
U02370,R05253
U04885,R04715
U05142,R03506
U02641,R03131
U00004,R01068
U05892,R06046
U05717,R04158
U04465,R05350
U06931,R06110
U05394,R00824
U06994,R03342
U05172,R05741
U00638,R05820
U02915,R01283
U07802,R04121
U02444,R00855
U07074,R00765
U04345,R01348
U02122,R03988
U01946,R02311
U08164,R04454
U00829,R04295
U04491,R05564
U06827,R02583
U05063,R06560
U06340,R05543
U07543,R06635
U07624,R01252
U01405,R01913
U03963,R02229
U08428,R02959
U02951,R01334
U04532,R00559
U03226,R01825
U03769,R00258
U06292,R05574
U08286,R05465
U05907,R06437
U06331,R00632
U03070,R00375
U07352,R01727
U06391,R05443
U06257,R02704
U02970,R03877
U03111,R05188
U01731,R02888
U00522,R00912
U06013,R05013
U08081,R06462
U08037,R03768
U05458,R00480
U05780,R03725
U07210,R02218
U06289,R05429
U00898,R01184
U07007,R00714
U07954,R04637
U06052,R02145
U06007,R06160
U03564,R04490
U08241,R03232
U01285,R00186
U05724,R04495
U00713,R04232
U03178,R05885
U00413,R00637
U01049,R00089
U07480,R03734
U02398,R05776
U00353,R05394
U08435,R05624
U02456,R03591
U07917,R05991
U05973,R04988
U01449,R03391
U05392,R03931
U02431,R05620
U02345,R04145
U02569,R05665
U07875,R03237
U02356,R05800
U00805,R03404
U01029,R06388
U05371,R06417
U05657,R06567
U07504,R01487
U06185,R00144
U05392,R00289
U05573,R00030
U04637,R05636
U03538,R06214
U02207,R02047
U05608,R02166
U03348,R02208
U03420,R02328
U08105,R05406
U07967,R04427
U01147,R05855
U00587,R04013
U08157,R02477
U01030,R05961
U05322,R00763
U04756,R04580
U03082,R03582
U05246,R04208
U01855,R00538
U04765,R01348
U04034,R02012
U03936,R05763
U06987,R01452
U03627,R03028
U06121,R06632
U03590,R00609
U02474,R01398
U03703,R03517
U05161,R02820
U01406,R02021
U05386,R00547
U00808,R02905
U05510,R03442
U00162,R02105
U01281,R05252
U00924,R01472
U07280,R00973
U07641,R02519
U05323,R00436
U00596,R02999
U01838,R06474
U00852,R03925
U01258,R00466
U08317,R01129
U01598,R02254
U07964,R00979
U04376,R05594
U05123,R05684
U02689,R03745
U05842,R01323
U05562,R01830
U03251,R04382
U03326,R00675
U04988,R00390
U04635,R00965
U08346,R01107
U04364,R03273
U08166,R01191
U07270,R00954
U07224,R00382
U06029,R01572
U02888,R01578
U04193,R03235
U04235,R04401
U02075,R06489
U06379,R01066
U08411,R05034
U06243,R01664
U02848,R03815
U04385,R05097
U07775,R01886
U06593,R04771
U07988,R04954
U06629,R05417
U04009,R03858
U04989,R02122
U00705,R03382
U01239,R01728
U03689,R02460
U06338,R02170
U06432,R02021
U05672,R06254
U06759,R03181
U07753,R05228
U07672,R02029
U08195,R02032
U04714,R02904
U07250,R02501
U03310,R00455
U06468,R03639
U01564,R03851
U00127,R02514
U02632,R03321
U02414,R06500
U05776,R02485
U01833,R06309
U02092,R05264
U04062,R02498
U02015,R01655
U03090,R02820
U08142,R00957
U00764,R03237
U00907,R01112
U02140,R05741
U01351,R01937
U05518,R03962
U08010,R00008
U03031,R06028
U08392,R05665
U03178,R05497
U00507,R01943
U05615,R00254
U04667,R03321
U01171,R06245
U06709,R01844
U00790,R02107
U00766,R02475
U04912,R04066
U02712,R04338
U00939,R03398
U01566,R04228
U03645,R01389
U00610,R06193
U07015,R04750
U02632,R01691
U04220,R05426
U00638,R04537
U06542,R00385
U04737,R03790
U06818,R04073
U00952,R01808
U07178,R00620
U02782,R04244
U07834,R00823
U04667,R06083
U01025,R02789
U00313,R06240
U07668,R05339
U07193,R00099
U01919,R04159
U05801,R03630
U07434,R06170
U07490,R01511
U01299,R04460
U02657,R06493
U02253,R04899
U04575,R01461
U08337,R06229
U07652,R04533
U02333,R00559
U05613,R01754
U04238,R00633
U08325,R04170
U00038,R01233
U00986,R00168
U00722,R04009
U06489,R03851
U02632,R01336
U07841,R06038
U01074,R04796
U04174,R01944
U05149,R04358
U05151,R01955
U02794,R06072
U00489,R04968
U04079,R01931
U05659,R03364
U08193,R03028
U06052,R00430
U05808,R00003
U00043,R04093
U05068,R05454
U04090,R04630
U02834,R01810
U04689,R01442
U02600,R01522
U03463,R02457
U05608,R00497
U03502,R01041
U02037,R05296
U02096,R02703
U02852,R03305
U04084,R05574
U07790,R03082
U06278,R00942
U00051,R04991
U07997,R00704
U07718,R02090
U07484,R01508
U07178,R01839
U08343,R05872
U03655,R00061
U03759,R03238
U06890,R04887
U02122,R05235
U06972,R06577
U07016,R01431
U04300,R03213
U04321,R04709
U06740,R02128
U06212,R06633
U00883,R02336
U01796,R06015
U01378,R04827
U03779,R03942
U01050,R00639
U02768,R01677
U05691,R01095
U07787,R03650
U02982,R00524
U00615,R04439
U04897,R02538
U04664,R02189
U03971,R02421
U02809,R02081
U05619,R04602
U07484,R03905
U00293,R02133
U02670,R00468
U06729,R05748
U00987,R01707
U06323,R05939
U08411,R06168
U02866,R04047
U06178,R05014
U00455,R06229
U06384,R04243
U03209,R05239
U07211,R02768
U01296,R00354
U03663,R05883
U07045,R04174
U01432,R04981
U00096,R04320
U02535,R05609
U04132,R04661
U05420,R03170
U01796,R00571
U04113,R05678
U06518,R03367
U04111,R02376
U05762,R00720
U07132,R02292
U02844,R06245
U07445,R04114
U03318,R00902
U00739,R00930
U07548,R04871
U00417,R00757
U03490,R03237
U05537,R06152
U02179,R00151
U07814,R03031
U07790,R00048
U08177,R05760
U07303,R05807
U01773,R04925
U01000,R05412
U01311,R05297
U05133,R06013
U08117,R05384
U04853,R00014
U05724,R00231
U03303,R03935
U02827,R06575
U01718,R02507
U06138,R03965
U00297,R02764
U08435,R04591
U03245,R05779
U03662,R04001
U05696,R02915
U04267,R01941
U03815,R06658
U00603,R05206
U00006,R05982
U04719,R06187
U05331,R01577
U04873,R03658
U06107,R04147
U07820,R03430
U03201,R02727
U01643,R02912
U03431,R04247
U06751,R05150
U02128,R01850
U06661,R02584
U08037,R06149
U07057,R00359
U07063,R02695
U05840,R05507
U02015,R06673
U04009,R01955
U02003,R06195
U05937,R03101
U01934,R00693
U01526,R05643
U03651,R06200
U00385,R06133
U05976,R00820
U02122,R00834
U01039,R02023
U00910,R03839
U01005,R05473
U07877,R02453
U05707,R03193
U03568,R00720
U01237,R02985
U01742,R00924
U02784,R04547
U07618,R02059
U02759,R05230
U07862,R05172
U04057,R06118
U03455,R03649
U02915,R02166
U06983,R03772
U06142,R02447
U06559,R01099
U02768,R06239
U07152,R00245
U01375,R04649
U05183,R00153
U00665,R00911
U00699,R03392
U03001,R02831
U02126,R05528
U04410,R02836
U03964,R04956
U06061,R00536
U01221,R00586
U04666,R03987
U00809,R05901
U02657,R00524
U05250,R02817
U07960,R03015
U06232,R00333
U05608,R04013
U05338,R04442
U02408,R05246
U00617,R01085
U00123,R05458
U07073,R05538
U07199,R03010
U02700,R01210
U02633,R02293
U03939,R04397
U06712,R06681
U03411,R06679
U01539,R05287
U03918,R03352
U02287,R04774
U00002,R01730
U01819,R04511
U03777,R03105
U07187,R05088
U02549,R03288
U04433,R06575
U07672,R01374
U01391,R03794
U00074,R05000
U06578,R03346
U05163,R05023
U04530,R01081
U00430,R03718
U00003,R01460
U00227,R06249
U02367,R06106
U06051,R01131
U00247,R04536
U00823,R06330
U02503,R02488
U02441,R01288
U01253,R01081
U04160,R06037
U08008,R02814
U07821,R02219
U03036,R04751
U07848,R05574
U07541,R03088
U02907,R02609
U03396,R01923
U05391,R04690
U07680,R04069
U08466,R06043
U06719,R06412
U03558,R04252
U05086,R04772
U07802,R01794
U06856,R06615
U06393,R05922
U06445,R06572
U05668,R00285
U00709,R05589
U03426,R02177
U02843,R01166
U02417,R01103
U06457,R05917
U06689,R00174
U03489,R03338
U06998,R01625
U01855,R02952
U00220,R01734
U03701,R00592
U02429,R03617
U01917,R05310
U07087,R06524
U06125,R06347
U08364,R00242
U03729,R04416
U00008,R02023
U03994,R02191
U05182,R02524
U03240,R02116
U05466,R02717
U01483,R05573
U05501,R01451
U02175,R02795
U04260,R00231
U05246,R02971
U05220,R04244
U06940,R06340
U01631,R06200
U02324,R03785
U05015,R00135
U00927,R03777
U08389,R00116
U00511,R03887
U07922,R03533
U07763,R03288
U08015,R03441
U01054,R02003
U05795,R06198
U04572,R02232
U01055,R06111
U07000,R00484
U04856,R00164
U04662,R00370
U02383,R05964
U04438,R06217
U00168,R01201
U01405,R06010
U01542,R01933
U01480,R02307
U08028,R01211
U01632,R01987
U04820,R06628
U01499,R05370
U00087,R06686
U06630,R03390
U07645,R01740
U03486,R05328
U06130,R01573
U00512,R01971
U01234,R06332
U02249,R06030
U02585,R03255
U07433,R02457
U06964,R01333
U00603,R00638
U02667,R05137
U01205,R02694
U03970,R06016
U04630,R04312
U00653,R03927
U05017,R03724
U00006,R05748
U06852,R05805
U01169,R01606
U07785,R01518
U04979,R02432
U02385,R03005
U00122,R06374
U07467,R00083
U07369,R01609
U02964,R01050
U03978,R04424
U07770,R01809
U07604,R04658
U01335,R02399
U04920,R05079
U01944,R02271
U01230,R02027
U03188,R02253
U03939,R04975
U07319,R06221
U07201,R03708
U02682,R01021
U02879,R05309
U00623,R04494
U01649,R00163
U00947,R01412
U00455,R01443
U03669,R01134
U06309,R00242
U06735,R01888
U05236,R05665
U07656,R01507
U02617,R00374
U05659,R04728
U03219,R02796
U07085,R02003
U04206,R04102
U03013,R06630
U02239,R04852
U00217,R00065
U02765,R01927
U00767,R05729
U04745,R03567
U03968,R05489
U04593,R02676
U01072,R01120
U02252,R02886
U06636,R06186
U05290,R01477
U07594,R06545
U01997,R00212
U05089,R06042
U01986,R06031
U00153,R05434
U06686,R05226
U05658,R05657
U04990,R02222
U00255,R01563
U03759,R04627
U01853,R02892
U05908,R01941
U03764,R02900
U02206,R06648
U01595,R03111
U01259,R03689
U01142,R00143
U00192,R04577
U01058,R05705
U02062,R04459
U02584,R03938
U06364,R00144
U00886,R00501
U03286,R06492
U00096,R05736
U04301,R02983
U07182,R01635
U07680,R02053
U00152,R02456
U04534,R01443
U03795,R01751
U00910,R04489
U01495,R04052
U07338,R01468
U00050,R05669
U01551,R06624
U02047,R01768
U00066,R00498
U02845,R01486
U00296,R02913
U04079,R06549
U05082,R03863
U06621,R00041
U02222,R05270
U01605,R06100
U06715,R04666
U06166,R03341
U01511,R06349
U06668,R02631
U03403,R04150
U07358,R04615
U06963,R04703
U03375,R05757
U04248,R03778
U07575,R05574
U00575,R05481
U05595,R04360
U05980,R05087
U01234,R02478
U05783,R05537
U04256,R03878
U07263,R01738
U00239,R02488
U06667,R00096
U07789,R00291
U01762,R06398
U02716,R06670
U00008,R04783
U06641,R00782
U03550,R03310
U04261,R03370
U04323,R05490
U05376,R02104
U02655,R05626
U07594,R00346
U07057,R01367
U01041,R00494
U00331,R03791
U07653,R02294
U00050,R02826
U01796,R04981
U07384,R01695
U04171,R05674
U05964,R00828
U07438,R00069
U00240,R05933
U01300,R04590
U05399,R06554
U04092,R05934
U01231,R06092
U06445,R02751
U01679,R03832
U00647,R03625
U01624,R06107
U05331,R00498
U00655,R06497
U03650,R03893
U01581,R02800
U06764,R03124
U04516,R04342
U07401,R05373
U06004,R05061
U02141,R02985
U03025,R03181
U01500,R02499
U08457,R05917
U05615,R01952
U02793,R01369
U00168,R04765
U01986,R06292
U03351,R00864
U05669,R02548
U07753,R04547
U07653,R01597
U04485,R01862
U07169,R01818
U04101,R05710
U06051,R01191
U01751,R01948
U08281,R04205
U02759,R00584
U07955,R02553
U05642,R00305
U02045,R03734
U01207,R00877
U00297,R04763
U07425,R02984
U05659,R02845
U02868,R06595
U06090,R03510
U05459,R01037
U07023,R00433
U05925,R03313
U03392,R01431
U05020,R05682
U05533,R01048
U05669,R05414
U00307,R05874
U03585,R03481
U02118,R00284
U07348,R04390
U04789,R01939
U03224,R04698
U05081,R05358
U01848,R06052
U02270,R06176
U00613,R00262
U07175,R02901
U06274,R05762
U06129,R03114
U01018,R05936
U02934,R01663
U07319,R04442
U07387,R01475
U08106,R02320
U05899,R05047
U03573,R06115
U07108,R06314
U03590,R00933
U06122,R03101
U08301,R04879
U00734,R04364
U03054,R00458
U04411,R05518
U01171,R02187
U03081,R00289
U05672,R03945
U04274,R00029
U01230,R00522
U04179,R02686
U08303,R04761
U08411,R00874
U02690,R02651
U08477,R06093
U07297,R02573
U00012,R05103
U00832,R05482
U04527,R03747
U08213,R01326
U06480,R02237
U07177,R03213
U01575,R01773
U00353,R02853
U06476,R02248
U04640,R04693
U01796,R06522
U08424,R05833
U00123,R02471
U06896,R04817
U07463,R05560
U06417,R02762
U03854,R06518
U00786,R04214
U03600,R03135
U02255,R00832
U03009,R04744
U06359,R06677
U01562,R06120
U06996,R04705
U00045,R05445
U03330,R00663
U04683,R01119
U01597,R01692
U01856,R06123
U08037,R06690
U00659,R03186
U00424,R04536
U07710,R06376
U01180,R06254
U00959,R05242
U02100,R03558
U01045,R06114
U03699,R02069
U02189,R01204
U06083,R06486
U01080,R03127
U05112,R00192
U01964,R00957
U06414,R00104
U08058,R03869
U01044,R02488
U01985,R03757
U06724,R05847
U07678,R01812
U07809,R04095
U02842,R03140
U04682,R03187
U06943,R00722
U06509,R01116
U06524,R03787
U00911,R02545
U08043,R01006
U05689,R06410
U00279,R00152
U00617,R00973
U01851,R01678
U07470,R06595
U06107,R04300
U02119,R03666
U05957,R05102
U04286,R06256
U00116,R06091
U05282,R04420
U01623,R06363
U06854,R05997
U03142,R04043
U05112,R02672
U04671,R00312
U03205,R04461
U06431,R06279
U05321,R00034
U06549,R02014
U06125,R03946
U02122,R01307
U07635,R02656
U06027,R05446
U05261,R05688
U02584,R01445
U04445,R01540
U02799,R04686
U06852,R01822
U03158,R03643
U02331,R06576
U08085,R02744
U07895,R03304
U05228,R03773
U00802,R05616
U07275,R00378
U08441,R02033
U02454,R03641
U05912,R02763
U01646,R02593
U05044,R00484
U01838,R02819
U02112,R01475
U01202,R02074
U00501,R05249
U06489,R02160
U04682,R01729
U00096,R05761
U02671,R06444
U07552,R01431
U01543,R00296
U01668,R01277
U04503,R03026
U01783,R00911
U01390,R00087
U02474,R06352
U02807,R05822
U04422,R05917
U02323,R05418
U02328,R03331
U03688,R01695
U04706,R02332
U04984,R02952
U07872,R06147
U02516,R04703
U03496,R05897
U08099,R00024
U01217,R00615
U03160,R04439
U06672,R03094
U04610,R04256
U03147,R01751
U00603,R05740
U06088,R05579
U00189,R04294
U06939,R00858
U02059,R05009
U07768,R01018
U07433,R03037
U05423,R05309
U04054,R00353
U03033,R05986
U00203,R02215
U01904,R05676
U04393,R03501
U00815,R03332
U08298,R02116
U01642,R05361
U01310,R02921
U04199,R01406
U02692,R03610
U05906,R04742
U07188,R05458
U05541,R04608
U01838,R03714
U04315,R01052
U00883,R04078
U05049,R04986
U08351,R04227
U01324,R04069
U07793,R01877
U03138,R01882
U07518,R05852
U03231,R05175
U02668,R04143
U00500,R06369
U00268,R05132
U02886,R00788
U01903,R04989
U03823,R06052
U06710,R01214
U03164,R00851
U08158,R03912
U07786,R02549
U05658,R03903
U06657,R03323
U05052,R02784
U04888,R06148
U06206,R01227
U02419,R05047
U02127,R03860
U00520,R05877
U00689,R04703
U04273,R04330
U02270,R01973
U04259,R02222
U01655,R03776
U04096,R03049
U02414,R04247
U05091,R01766
U01009,R03765
U04606,R00240
U01590,R01635
U02567,R00814
U01052,R02271
U04694,R01374
U02046,R05072
U00217,R04866
U08199,R05468
U04249,R06474
U05505,R00554
U08360,R02052
U08040,R00886
U07789,R01334
U08176,R05619
U02959,R06650
U04987,R00952
U05728,R03018
U05197,R01002
U00966,R00383
U03829,R03354
U05189,R00352
U07226,R00475
U01661,R03493
U02429,R02869
U01021,R00343
U06183,R04086
U00168,R01194
U01629,R06034
U02636,R06301
U08157,R05883
U03884,R02812
U07617,R01134
U06173,R04876
U05408,R05663
U06455,R04903
U03123,R03661
U00283,R01394
U03420,R04798
U03168,R00371
U05589,R04311
U03963,R04166
U01039,R04053
U07789,R04372
U04945,R02933
U07206,R03764
U05476,R01390
U06926,R04186
U01818,R00403
U02065,R03785
U04656,R03078
U01689,R05462
U01984,R02701
U03473,R06212
U00296,R06013
U06228,R01175
U03081,R02621
U03969,R00269
U02217,R02347
U05280,R05842
U06680,R06270
U05761,R04005
U04422,R01348
U06429,R03815
U04022,R06348
U01039,R03492
U05672,R03365
U02867,R04172
U01889,R00974
U00077,R00678
U07047,R03233
U01493,R06370
U07486,R00218
U01689,R05114
U05665,R04180
U00630,R04693
U00029,R06177
U06821,R02311
U07175,R01811
U04626,R04661
U05093,R02880
U05489,R00827
U00526,R00599
U02944,R03168
U03049,R01000
U02573,R06298
U04584,R06512
U07946,R02485
U04403,R05051
U01924,R02988
U03867,R01391
U02294,R00814
U02201,R03334
U05927,R05816
U00602,R00212
U05337,R01658
U06560,R05291
U05192,R02671
U06473,R05546
U00925,R05278
U05229,R02527
U04297,R06160
U02340,R02067
U02894,R03822
U01501,R06403
U00469,R02632
U07023,R01698
U08147,R06471
U06130,R02101
U04657,R05988
U06930,R01207
U05155,R03697
U02083,R01442
U07427,R03328
U06034,R03790
U06974,R01173
U03351,R02353
U00602,R06119
U01932,R02346
U05612,R04829
U07075,R03266
U05458,R02779
U04276,R01170
U06404,R00235
U04074,R00107
U03928,R03801
U01217,R03510
U02338,R02186
U00123,R03120
U00158,R00755
U03376,R00729
U04105,R00958
U00301,R01074
U00247,R06652
U05755,R04627
U04062,R02659
U02768,R06251
U06428,R02372
U01074,R03592
U04221,R03638
U00630,R03621
U06361,R05729
U06746,R02624
U04639,R01987
U03838,R03304
U00450,R06267
U01084,R03631
U06862,R00683
U05537,R03510
U01518,R05412
U07160,R01092
U01472,R04667
U07149,R01050
U03197,R01718
U00728,R06213
U03952,R00637
U06371,R05843
U01829,R06197
U06552,R06353
U03664,R05630
U02785,R03398
U04752,R06689
U00447,R01839
U02774,R00360
U06496,R02814
U02497,R00951
U04532,R02134
U06736,R00627
U00226,R01332
U07668,R01170
U02067,R00240
U04565,R03724
U00921,R00765
U06125,R01364
U03892,R05208
U02329,R00362
U00505,R05139
U01597,R05767
U03412,R01635
U07600,R02046
U07694,R00556
U07451,R04117
U04551,R04408
U03186,R00992
U03777,R02269
U03439,R01007
U03455,R02032
U02597,R02264
U00276,R02266
U01251,R06033
U07305,R04659
U06310,R04959
U00842,R01473
U00521,R04261
U07166,R03594
U00854,R04092
U07063,R05194
U06364,R03055
U00711,R03592
U01546,R04227
U02768,R01900
U06242,R02915
U05133,R03091
U04009,R04771
U03478,R04553
U06933,R05253
U00096,R00472
U01827,R01147
U02351,R04595
U07979,R03837
U02198,R03326
U02689,R01798
U00089,R01939
U01899,R04232
U06052,R02641
U07211,R05620
U03803,R04579
U02910,R00028
U01455,R00410
U00545,R00723
U03567,R01062
U05841,R04457
U07152,R01684
U01151,R04292
U04504,R01265
U05289,R05003
U05262,R02555
U00619,R05555
U03686,R04131
U04646,R02193
U02391,R05837
U08281,R03524
U07667,R05898
U06034,R05882
U03490,R06456
U04199,R03027
U04753,R03701
U04679,R05084
U03421,R04013
U00867,R04937
U04472,R03842
U02416,R00810
U05212,R06522
U04764,R00610
U05360,R04960
U01993,R02701
U04199,R05911
U07788,R00307
U04347,R05477
U03627,R02312
U06542,R05153
U07876,R01269
U05997,R02847
U00119,R05713
