recruitment_seq,address_seq1,address_seq2,address_seq3,career_end,career_start,check_box_keyword,education,major_task,qualifications,text_keyword
R05000,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R03167,3.0,,,0,0,2501;2507;2707,2,2,2,
R02880,3.0,,,0,0,2507;2707,4,2,1,
R05054,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R00855,3.0,,,0,0,2707;2506;2507;2303;2605,3,2,1,
R00577,3.0,,,0,0,2204;2205;2507;2707,4,2,1,
R05838,3.0,,,0,0,2707;2507;2204;2201;2199;2106,2,2,2,
R02084,3.0,,,0,0,2507;2707,4,2,1,
R01737,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2204;2205,4,2,2,
R04447,3.0,,,0,0,2101;2109;2201;2204;2205;2707,2,2,1,
R04695,3.0,,,0,0,2507;2707,4,2,1,
R02280,3.0,,,0,0,2507;2707,2,2,1,
R00045,3.0,,,0,0,2507;2599;2503;2202;2201;2299;2707;2799,2,2,2,
R01861,3.0,,,0,0,2507;2707,2,2,1,
R04550,3.0,,,0,0,2101;2108;2201;2507;2707;2810,4,2,1,
R01995,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R05189,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R04247,3.0,,,0,0,2707;2507;2201;2204,3,2,1,
R04610,3.0,,,0,0,2101;2104;2105;2201;2204;2205;2707;3008;3099,2,2,2,
R00651,3.0,,,0,0,2108;2707;2810,4,2,1,
R04188,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R02144,3.0,,,0,0,2204;2507;2707,3,2,1,
R01156,3.0,,,0,0,2507;2707,2,8,1,
R00125,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,4,2,1,
R00363,3.0,,,0,0,2507;2707,3,8,2,
R02451,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R00675,3.0,,,0,0,2109;2703;2707,2,2,2,
R04606,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R00425,3.0,,,0,0,2707;2108;2101,3,2,2,품질관리;상품기획;섬유;원가관리;상품개발;외주관리;상품관리
R05143,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2507;2707,3,2,1,
R02887,3.0,,,0,0,2501;2507;2707,4,2,2,그래픽디자이너;시스템옴므;HOMME;디자이너;아트기획실;한섬;SYSTEM
R04667,3.0,,,0,0,2108;2707;2810,3,2,1,부자재관리;생산관리
R04089,3.0,,,0,0,2507;2707,4,2,2,
R01912,3.0,,,0,0,2112;2707;2204;2206,2,2,2,
R03442,3.0,,,0,0,2507;2707;2810,4,2,2,
R05750,3.0,,,0,0,2101;2108;2201;2507;2707;2810,3,2,1,
R06323,3.0,,,0,0,2507;2707,3,2,1,
R01483,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R05003,3.0,,,0,0,2507;2707,3,2,1,
R04790,3.0,,,0,0,2707;2108;2101;2507,3,2,2,
R01290,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R03110,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R05438,3.0,,,0,0,2507;2703;2707,4,2,1,
R03673,3.0,1.0,,0,0,2507;2707,3,2,1,
R00421,3.0,,,0,0,2201;2507,2,2,2,
R03020,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R02177,3.0,,,0,0,2507;2703;2707;2810,3,2,1,
R03377,5.0,,,0,0,2201;2204;2205;2707,4,2,1,
R02546,3.0,,,0,0,2707;2507,4,2,1,
R00640,3.0,,,0,0,2507;2707,2,2,2,
R03981,3.0,,,0,0,2507;2703;2707,3,2,1,
R02466,3.0,,,0,0,2507,2,2,1,
R03783,3.0,,,0,0,2507;2707;2810,4,2,1,
R03135,3.0,,,0,0,2101;2108;2201;2707,2,2,2,
R02671,3.0,,,0,0,2707,2,2,1,
R03407,3.0,,,0,0,2507;2707,2,2,1,
R05706,3.0,,,0,0,2101;2108;2201;2707,2,2,2,
R04192,5.0,,,0,0,2507;2707,3,2,1,
R06014,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R03160,3.0,,,0,0,2507;2707,2,2,1,
R02188,3.0,,,0,0,2507;2707,3,2,1,
R05256,3.0,,,0,0,2507;2707,3,2,1,
R02038,3.0,,,0,0,2507;2707;2810,3,2,0,
R03447,3.0,,,0,0,2101;2201;2204;2205;2707;3007,3,2,2,
R05456,3.0,,,0,0,2109;2203;2204;2205;2707,3,2,1,
R00538,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R03290,3.0,,,0,0,2507;2707,3,8,1,디자이너
R01082,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R04816,3.0,,,0,0,2507;2707,3,2,1,
R06578,3.0,,,0,0,2101;2108;2110;2201;2203;2204;2299;2707,3,2,2,
R03941,3.0,,,0,0,2204;2205;2707,2,2,1,의류;패션코디네이터;매자관리;진열관리;VMD;영캐주얼;디스플레이;판촉;홍보
R00269,3.0,,,0,0,2810;2707;2507;2503;2108,3,2,1,
R01059,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,영업MD;판매분석;골프웨어;배분;지원;영업관리;출고;영케주얼
R06254,3.0,,,0,0,2507;2707,2,2,1,
R03479,3.0,,,0,0,2108;2707;2810,2,2,1,
R03308,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R01771,3.0,,,0,0,2101;2103;2108;2201;2507;2707,3,2,2,
R06512,3.0,,,0,0,2101;2104;2105;2707;3008;3099,4,2,2,
R03201,3.0,,,0,0,2101;2103;2108;2201;2204;2205;2507;2707,3,2,2,
R02909,3.0,,,0,0,2201;2204;2205;2507,4,2,1,
R01577,3.0,,,0,0,2507,3,2,1,
R02164,3.0,,,0,0,2109;2203;2302;2707,4,1,1,
R05611,3.0,,,0,0,2101;2108;2201;2204;2205;2707,4,2,2,영업MD;여성복;기획실
R01394,3.0,,,0,0,2501;2507;2707,2,2,1,
R03556,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R06144,3.0,,,0,0,2507;2707,3,2,1,
R03095,3.0,,,0,0,2201;2204;2507;2707,3,2,1,
R02287,3.0,,,0,0,2101;2108;2201;2204;2205;2707,4,2,1,
R05967,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R02859,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R04693,3.0,,,0,0,2101;2108;2109;2201;2203;2302;2303;2507;2707,4,2,1,
R00846,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R02896,3.0,,,0,0,2201;2506;2507;2707,4,2,2,
R03411,3.0,,,0,0,2204;2205;2707,4,2,2,
R03902,3.0,,,0,0,2507;2707,2,2,1,
R02627,5.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R02154,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R05433,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R03042,3.0,,,0,0,2507;2707,4,2,1,
R00085,3.0,,,0,0,2507;2707,4,2,1,
R05711,3.0,,,0,0,2507;2707,2,2,1,
R06489,3.0,,,0,0,2201;2204;2205;2707,4,2,1,영업;경력;한섬
R03632,3.0,,,0,0,2799;2507,4,2,1,
R01866,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R02903,3.0,,,0,0,2108;2302;2303;2501;2507;2707,3,2,2,의류;의복;캐쥬얼;의상;니트디자이너;여성캐쥬얼;여성복;니트
R06363,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R05994,20.0,,,0,0,2507;2707,4,2,1,
R01850,3.0,,,0,0,2108;2109;2707;2810,4,2,1,
R00785,3.0,,,0,0,2507,3,2,2,
R02921,3.0,,,0,0,2507;2707,4,2,1,
R01984,3.0,,,0,0,2507,4,7,1,
R05252,3.0,,,0,0,2102;2109;2201;2203;2204;2205;2707,4,2,1,
R04138,3.0,,,0,0,2106,2,2,1,
R03319,3.0,,,0,0,2507,3,2,1,
R00180,3.0,,,0,0,2507;2707;2810,2,8,2,
R03708,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R06465,3.0,,,0,0,2108;2110;2204;2299;2707;2810,2,2,1,
R01712,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R01521,3.0,,,0,0,2507;2707,4,2,1,
R01792,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,
R01039,3.0,,,0,0,2707;2507;2110;2109,3,2,1,
R01279,3.0,,,0,0,2101;2108;2201;2707,4,2,1,기획부;MD;기획MD
R02810,3.0,,,0,0,2501;2507;2703;2707,2,2,1,
R00214,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R04416,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R02798,3.0,,,0,0,2204;2205;2707,3,2,2,
R05642,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2204;2205,4,2,1,영업MD;MD;기획MD;수입;기획부
R05910,3.0,,,0,0,2501;2507,2,2,1,
R04510,3.0,,,0,0,2507;2707,3,2,1,
R06444,3.0,,,0,0,2101;2108;2201;2501;2507;2707,4,2,2,
R04234,3.0,,,0,0,2707;2204;2201,3,2,1,
R04920,3.0,,,0,0,2507;2707,3,2,2,
R03124,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R03651,3.0,1.0,,0,0,2101;2108;2201;2204;2205;2507;2707;2810,4,2,2,
R05845,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R06522,3.0,,,0,0,2108;2707;2810,2,2,1,
R00639,3.0,,,0,0,2204;2205;2707,4,2,2,
R05169,3.0,,,0,0,2108;2109;2707;2810,3,2,1,
R00602,3.0,,,0,0,2204;2205;2707,3,2,2,
R00772,3.0,,,0,0,2108;2707;2810,4,2,1,
R05599,3.0,,,0,0,2101;2108;2201;2204;2205;2707,4,2,1,영업MD;주크;여성복
R06370,3.0,,,0,0,2101;2108;2201;2707,3,2,1,자재구매기획;상품기획;외자구매;원가관리;머천다이저;자재관리;생산관리;상품개발;외주관리;자재구매;기획조사;구매관리;상품입출고;공정관리
R05284,3.0,,,0,0,2507;2707;2799,3,2,1,
R04740,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,2,
R02924,3.0,,,0,0,2109;2203;2302;2707,4,2,2,
R05361,3.0,,,0,0,2501;2507;2703;2707;2810,2,2,1,
R04390,3.0,,,0,0,2101;2108;2201;2507;2703;2707,4,2,1,
R05877,3.0,,,0,0,2108;2707;2810,2,2,2,
R03329,3.0,,,0,0,2101;2108;2110;2201;2707,3,2,1,
R02982,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R05345,3.0,,,0,0,2201;2204,3,2,2,
R05097,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R01733,3.0,,,0,0,2201,4,2,2,일반영업
R04060,3.0,,,0,0,2101;2109;2201;2204;2205;2303;2501;2507,3,2,1,
R04382,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R01777,3.0,,,0,0,2507;2707,3,2,1,
R01431,3.0,,,0,0,2201;2507;2707,2,2,2,
R03522,3.0,,,0,0,2101;2104;2105;2707;3008;3099,3,2,1,
R06326,5.0,,,0,0,2101;2104;2105;2201;2204;2205;2707;3008;3099,4,8,1,
R05191,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R03588,3.0,,,0,0,2101;2108;2201;2204;2205;2707,4,2,1,
R06485,3.0,,,0,0,2507;2707,4,2,2,
R03433,3.0,,,0,0,2101;2104;2105;2108;2201;2507;2707;2810,3,2,1,
R01103,3.0,,,0,0,2507;2707,3,2,2,
R02044,3.0,,,0,0,2507;2703;2707,4,2,1,디자이너
R06450,3.0,,,0,0,2506;2507;2707;2501;2303,3,2,2,
R03979,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,영업MD
R05114,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R01593,3.0,,,0,0,2110;2101;2203;2507,4,2,1,
R06521,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R06503,3.0,,,0,0,2104;2201;2204;2507,2,2,2,
R06217,3.0,,,0,0,2101;2108;2201;2204;2205;2707,4,2,1,
R00989,3.0,,,0,0,2101;2107;2108;2201;2707,3,2,1,
R01894,3.0,,,0,0,2201;2204;2205;2707,2,2,1,상권개발
R02382,3.0,,,0,0,2204;2205;2507;2707,3,2,1,
R00738,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R01902,3.0,,,0,0,2507;2707;2810,2,2,1,
R05747,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R05051,3.0,,,0,0,2101;2104;2105;2204;2205;2707;3008;3099,4,2,1,
R05013,3.0,20.0,,0,0,2101;2501;2507;2707,3,2,2,
R05659,3.0,,,0,0,2101;2108;2201;2507;2707;2810,3,2,2,
R02620,3.0,,,0,0,2101;2108;2205;2707,3,2,2,
R06488,3.0,,,0,0,2507;2707,4,2,1,
R06070,3.0,,,0,0,2507;2707;2810,2,2,1,
R02159,3.0,,,0,0,2101;2104;2105;2108;2201;2707;3008;3099,4,8,1,
R01501,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R03997,3.0,,,0,0,2507;2707,2,2,2,
R05401,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R04371,3.0,,,0,0,2204;2205;2707,3,2,1,
R00020,3.0,,,0,0,2507;2707,3,2,1,피팅가능요망
R03560,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R00209,3.0,,,0,0,2507;2707,3,2,1,
R04215,20.0,,,0,0,2507;2707,4,2,1,
R01922,3.0,,,0,0,2507,4,2,1,
R03018,3.0,,,0,0,2201;2204;2205;2507;2707,4,2,1,
R06541,3.0,,,0,0,2109;2110;2507;2707,3,2,2,
R05783,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R01550,5.0,,,0,0,2101;2104;2105;2204;2205;2707,4,2,1,
R01856,3.0,,,0,0,2108;2707;2810,3,2,1,
R01028,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R06158,3.0,,,0,0,2101;2108;2201;2707,2,2,2,
R04988,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R04082,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,영업MD;MD;상설
R06566,3.0,,,0,0,2101;2108;2201;2707;2810,2,2,1,
R03836,3.0,,,0,0,2101;2102;2104;2105;2707;3008;3099,2,2,1,
R05658,3.0,,,0,0,2108;2110;2203;2204;2299;2707,4,2,2,
R04855,3.0,,,0,0,2507,2,2,1,
R00262,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R03839,3.0,,,0,0,2101;2108;2201;2204;2205;2707,2,2,1,
R05809,5.0,,,0,0,2507;2707,2,2,1,
R04421,3.0,,,0,0,2507;2707,3,8,1,
R02517,3.0,,,0,0,2507;2707,4,2,1,
R04376,3.0,,,0,0,2507;2707,3,2,2,
R00731,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,4,2,1,
R00826,3.0,,,0,0,2204;2205;2707,2,8,2,
R00946,3.0,,,0,0,2101;2108;2201;2204;2205;2707;2810,3,2,1,
R06130,3.0,,,0,0,2108;2707;2810,2,2,1,
R03296,3.0,,,0,0,2201;2204;2205;2707,3,2,2,의류;핸드백;여성복;영업;백화점;패션
R05032,3.0,,,0,0,2101;2108;2201;2707,4,2,1,시스템옴므;HOMME;MD;한섬;SYSTEM
R06367,3.0,,,0,0,2101;2109;2110;2203;2707,4,2,2,
R01187,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R06611,3.0,,,0,0,2507;2707,2,2,2,
R02344,3.0,,,0,0,2507;2707;2810,2,2,1,
R06252,5.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R04010,3.0,,,0,0,2201;2204;2205;2302;2303;2507;2707,3,2,1,
R02600,3.0,,,0,0,2507;2703;2707,4,2,1,
R05055,3.0,,,0,0,2101;2108;2201;2707,3,8,1,
R04094,3.0,,,0,0,2101;2108;2109;2201;2507;2707,4,2,1,
R00403,5.0,,,0,0,2201;2204;2205;2707,2,2,2,
R03962,3.0,,,0,0,2507;2707;2108;2101,2,2,1,
R01447,3.0,,,0,0,2501;2507;2707;2810,3,2,1,
R04665,3.0,,,0,0,2109,3,2,1,
R00987,3.0,,,0,0,2101;2104;2105;2204;2205;2707;3008;3099,3,2,1,VMD;마케팅;홍보
R01121,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R04879,3.0,,,0,0,2101;2507;2707,3,2,1,
R05442,3.0,,,0,0,2507;2707,3,2,1,디자이너;디자인
R01745,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,영업
R02295,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R00254,3.0,,,0,0,2507;2707;2810,3,8,1,
R04723,3.0,,,0,0,2108;2707;2810,2,2,1,
R01064,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R01966,3.0,,,0,0,2507;2707,2,2,1,
R04114,3.0,,,0,0,2507;2707;2104,4,2,1,여성복;의류;의상;의복
R04534,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R00485,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R03416,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,영업MD;MD
R04910,3.0,,,0,0,2101;2108;2201;2707;2810,4,2,1,
R01936,3.0,,,0,0,2201;2204;2205;2707,2,2,1,매장관리;영업;매니저관리;골프웨어;매장판매;매출관리;가맹점;판매관리;백화점;채용;패션
R02997,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,영업MD;영업기획
R05575,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R02946,3.0,,,0,0,2507;2707,3,2,1,
R05259,3.0,,,0,0,2507;2707,4,2,1,
R02470,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R05840,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,영업;영업MD
R04520,3.0,,,0,0,2507;2707,3,8,1,
R02367,3.0,,,0,0,2108;2109;2707;2810,2,2,1,자재관리;생산관리;원자재;생산;자재구매;부자재
R01672,3.0,,,0,0,2507;2707,2,2,2,
R04955,3.0,,,0,0,2507;2599;2707,2,2,1,
R03705,3.0,,,0,0,2507;2707,4,2,2,
R00419,3.0,,,0,0,2109;2203;2302;2707,4,2,2,
R05137,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R05160,3.0,,,0,0,2101;2108;2201;2707;2810,3,8,1,MD;기획MD;여성복;캐주얼
R06458,3.0,,,0,0,2204;2201;2703;2110,4,2,1,
R01742,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R03065,3.0,,,0,0,2201;2202;2203;2707;2799;2507,4,2,1,
R04899,3.0,,,0,0,2507;2707,3,2,1,
R04922,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R00638,3.0,,,0,0,2501;2707;2507,3,2,1,
R01703,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R06102,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R03071,3.0,,,0,0,2101;2108;2201;2707;2810,3,2,1,
R06126,3.0,,,0,0,2507;2707,4,2,1,신입;아이디룩;막내디자이너;디자이너;키이스
R03378,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R01780,3.0,,,0,0,2507;2703;2707,3,2,1,
R06220,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2204;2205;2707,4,2,2,
R02801,3.0,,,0,0,2101;2109;2110;2203;2707,4,2,2,
R05369,5.0,,,0,0,2201;2204;2205;2707,2,2,2,
R04620,3.0,,,0,0,2507;2707,3,2,1,
R05780,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R02158,3.0,,,0,0,2507;2707,3,2,2,
R02391,3.0,,,0,0,2507;2707,2,2,2,
R02841,3.0,,,0,0,2101;2108;2201;2507;2707,3,2,2,바잉MD;여성캐주얼디자이너;여성복디자이너
R05542,3.0,,,0,0,2507;2707,4,2,1,
R01612,3.0,,,0,0,2501;2507;2703;2707,3,2,1,
R05544,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,
R06429,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,영업;의류;매장영업;브랜드
R06599,3.0,,,0,0,2108;2109;2707;2810,3,2,1,
R03899,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R05058,3.0,,,0,0,2101;2108;2201;2707,4,2,1,커리어;로드샵;여성복
R06415,3.0,,,0,0,2507;2707,4,2,1,
R06692,3.0,,,0,0,2201;2507,3,2,2,
R05692,3.0,,,0,0,2109;2201;2205;2507;2703;2707;2810,3,2,2,
R01464,3.0,,,0,0,2507;2707,3,2,1,
R01071,3.0,,,0,0,2501;2507;2703;2707;2810,3,8,1,
R05837,3.0,,,0,0,2101;2102;2108;2109;2110;2201;2203;2707,4,2,2,
R04838,3.0,,,0,0,2101;2109;2201;2204;2205;2707,2,2,1,
R03159,3.0,,,0,0,2101;2108;2201;2507;2707,3,2,1,
R04946,3.0,,,0,0,2101;2107;2201;2204;2205;2707,3,2,1,
R04064,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R03577,3.0,,,0,0,2707;2507;2110;2109,3,2,1,
R01025,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R02851,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R05557,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,영업MD;TIME;MD;MINE;SJSJ;영업;백화점;한섬;SYSTEM;LANVIN
R01014,3.0,,,0,0,2101;2108;2201;2507;2707,4,2,2,
R01091,3.0,,,0,0,2101;2108;2201;2707,2,2,2,
R05680,3.0,,,0,0,2799;2507,4,2,1,
R04100,3.0,,,0,0,2108;2707;2810,4,2,1,
R06221,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R04439,3.0,,,0,0,2101;2201;2204;2205;2707,2,8,1,
R02630,3.0,,,0,0,2201;2204;2205;2707,3,2,2,영업;영업사원
R04308,3.0,,,0,0,2109,4,2,2,
R02843,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R00920,3.0,,,0,0,2501;2507;2707,3,2,2,
R05812,3.0,,,0,0,2101;2108;2109;2110;2201;2204;2507;2707,2,2,2,
R00840,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R04513,3.0,,,0,0,2507;2707,3,2,1,
R03605,3.0,1.0,,0,0,2799;2707;2507,3,2,1,
R02729,3.0,,,0,0,2101;2102;2108;2201;2204;2205;2507;2707,3,2,2,
R05387,5.0,,,0,0,2501;2507;2707;2810,3,2,1,
R03383,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R00992,3.0,,,0,0,2101;2108;2201;2707,3,2,2,MD;기획MD;여성복;캐주얼
R02247,3.0,,,0,0,2507;2707,3,7,2,남성복;디자이너;트래디셔널
R01567,3.0,,,0,0,2507;2707,2,2,1,
R00241,3.0,,,0,0,2101;2108;2201;2204;2205;2707,2,2,1,영업MD;상품기획;기획MD;여성복;사업부장
R00144,3.0,,,0,0,2507;2707,2,2,2,
R02500,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,거래처관리;매장관리;의류;백화점·할인마트관리;영업기획;영업지원;유통관리;대리점관리;잡화;고객관리;영업관리;일반영업
R04268,3.0,,,0,0,2102;2107;2113;2206;2707;3103;3199,2,2,2,
R02301,3.0,,,0,0,2101;2108;2201;2204;2205;2707,2,2,1,
R05670,3.0,,,0,0,2507;2703;2707,2,2,2,
R00198,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R03455,3.0,11.0,8.0,0,0,2201;2204;2205;2707,4,2,1,
R03246,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R03322,3.0,,,0,0,2201;2204;2205;2707,3,2,1,영업;상설영업;상설
R01983,3.0,,,0,0,2101;2201;2204;2205;2302;2707,2,2,1,
R04898,5.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R01081,3.0,,,0,0,2507;2707,2,2,2,
R02289,3.0,,,0,0,2707;2703;2507,3,2,1,
R06210,3.0,,,0,0,2507;2707,2,2,1,
R06152,3.0,,,0,0,2204;2507;2707;2503;2111,2,2,1,
R04776,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R02213,3.0,,,0,0,2101;2201;2204;2205;2707;2507,4,2,1,
R05905,3.0,,,0,0,2101;2201;2204;2507;2707,3,2,1,
R06587,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R06625,3.0,,,0,0,2507;2204;2201,3,2,1,
R00521,3.0,,,0,0,2507;2707,4,2,1,
R03258,3.0,,,0,0,2507;2703;2707,3,2,2,
R01056,3.0,,,0,0,2101;2104;2105;2507;2707;3008;3099,2,2,2,
R05928,3.0,,,0,0,2707;2799;2507,4,2,1,
R02884,3.0,,,0,0,2203;2707,4,2,2,
R01731,3.0,,,0,0,2108;2201;2204;2205;2707;2810,2,2,2,
R00557,3.0,,,0,0,2507;2707,4,2,2,
R04777,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R06213,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R06071,3.0,,,0,0,2507;2707,2,2,2,
R00534,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R03282,3.0,,,0,0,2204;2201,4,2,2,
R03196,3.0,,,0,0,2707;2302;2203;2109;2507,2,2,1,
R03818,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R01207,3.0,,,0,0,2707;2703;2507;2799,3,2,1,
R03437,3.0,,,0,0,2202;2204,3,2,2,
R00163,3.0,,,0,0,2108;2507;2707;2810,3,2,1,
R00349,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R06557,3.0,,,0,0,2707;2507;2204;2201;2101,4,2,1,
R00449,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,매장관리;판매분석;상품배분;매장직원관리
R05071,5.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R06468,3.0,,,0,0,2204;2205;2707,4,2,1,VMD
R00237,3.0,,,0,0,2101;2102;2104;2303;2507;2707,4,2,1,
R03816,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R04372,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R05517,3.0,,,0,0,2201;2204;2205;2707,3,2,2,영업
R00273,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,4,2,1,
R05763,5.0,,,0,0,2507;2703;2707,3,2,1,
R02087,5.0,,,0,0,2201;2205;2204,3,2,2,
R00956,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R02286,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R01054,3.0,,,0,0,2101;2109;2110;2203;2707,3,2,2,
R00474,3.0,,,0,0,2507;2707,4,2,1,
R02297,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R00713,3.0,,,0,0,2507;2707,2,2,1,
R03218,3.0,,,0,0,2101;2108;2201;2707,2,8,1,상품기획;MD
R02790,3.0,,,0,0,2799;2507,4,2,2,
R02601,3.0,,,0,0,2507;2707,3,2,2,
R03977,3.0,,,0,0,2507;2707,3,2,1,
R01487,3.0,,,0,0,2507;2707,2,8,1,
R04529,3.0,,,0,0,2507,2,2,1,
R06277,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R02400,3.0,,,0,0,2110;2203;2204;2299;2507;2707,3,2,2,
R03815,3.0,,,0,0,2109;2110;2507;2707,2,2,2,
R05298,3.0,,,0,0,2507;2707,4,2,1,
R01319,3.0,,,0,0,2501;2507;2703;2707;2810,2,2,1,
R03721,3.0,,,0,0,2101;2108;2201;2707,2,2,1,
R01504,3.0,,,0,0,2507;2703;2707,4,2,1,
R01874,3.0,,,0,0,2507;2707,2,2,1,
R00848,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R04842,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R04315,3.0,,,0,0,2109;2201,2,2,1,
R06003,3.0,,,0,0,2501;2507;2707,4,2,1,
